agencyCode,agencyName,currentUII,investmentName,investmentType,uniqueProjectId,projectId,agencyProjectId,projectName,projectGoal,infrastructureManagementCategory,projectStatus,tmfInitiative,softwareProject,incrementalDevelopment,iterationFrequencyAmount,iterationFrequencyUnits,iterativeDescription,plannedStartDate,projectedStartDate,actualStartDate,plannedEndDate,projectedEndDate,actualEndDate,plannedCost,projectedCost,actualCost,scheduleVariance(days),scheduleVariance(%),scheduleVarianceColor,costVariance($M),costVariance(%),costVarianceColor,updatedTime
006,"Department of Commerce",006-000400700,"Census - Economic Census and Surveys","Major IT Investments",5fc7fdfebde55b428bc9dbe1,4007P21003,5fc7fdfebde55b428bc9dbe1,"Time Series Analytic Repository (TSAR) Redesign FY21","The overall goal for the TSAR Redesign FY21 project is to elicit a refined set of functional/non-functional requirements for the re-engineered data model/back end and user interface.",01,Complete,,false,false,,,,,,2021-04-22,,,2021-09-30,,,0.83425,0,0,green,-0.421013,50.466,red,"2021-11-23 10:26:11"
006,"Department of Commerce",006-000400700,"Census - Economic Census and Surveys","Major IT Investments",63484191c3666c57c852ccba,4007D23001,63484191c3666c57c852ccba,"Annual Integrated Economic Statistics (AIES) SPACE - Application Development FY23","The overall goal of the Annual Integrated Economic Statistics (AIES) system is to develop software for backend data warehouse work to integrate ECON Surveys.",01,"In Progress",N/A,true,true,4,Weeks,"Agile development with eight week release cycles with two iterations per release.",2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,2.461778,2.400139,0,0,0,green,0.061639,2.503841,green,"2023-01-30 14:24:25"
006,"Department of Commerce",006-000805500,"USPTO Patents Product Line","Major IT Investments",611c0190c8d74c429dcb1e69,210123,611c0190c8d74c429dcb1e69,"FY23 PATENT CENTER MAINTENANCE AND ENHANCEMENTS","Patent Portal is a unified interface that allows applicants to file, review, and manage patent applications, including searching published prior art.
",01,"In Progress",N/A,true,true,3,Weeks,"Agile methodology/DevSecOps",2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,9.270284,9.270284,0,0,0,green,0,0,green,"2022-10-04 14:10:01"
006,"Department of Commerce",006-000805500,"USPTO Patents Product Line","Major IT Investments",5f597ce4df800345552dd5d7,210722,5f597ce4df800345552dd5d7,"FY22 Patent Business Management Information","Report generation that provides system users with improved workflow lists, generates employee productivity numbers, and provides metrics that enable informed decision-making",01,Completed,N/A,true,true,3,Weeks,"Agile methodology",2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,2.871556,2.871556,1.734389,0,0,green,1.137167,39.601073,red,"2023-01-30 14:57:09"
006,"Department of Commerce",006-000805500,"USPTO Patents Product Line","Major IT Investments",5f510f4ddf800345552dcb5d,210521,5f510f4ddf800345552dcb5d,"FY21 Patent Trial and Appeal Case Tracking System","Provides 1) internal users with a unified case management and processing interface; 2) external customers with an interface to file papers and conduct AIA trial business; 3) a comprehensive data source for enhanced stakeholder reporting and managing ",01,Complete,,true,true,2,Weeks,"Agile Methodology/Dev Sec Ops",,,2020-10-01,,,2021-09-30,,,10.287,0,0,green,-3.5014,34.0371,red,"2021-09-29 14:06:20"
006,"Department of Commerce",006-000552000,"BIS Commerce USXPORTS Exporter Support System (CUESS)","Major IT Investments",625e0a1bd4e7ff42e425b149,5520X2204,625e0a1bd4e7ff42e425b149,"FY22-FY23 LOA","Migrate to Azure Cloud SAAS environment using PowerApps. Support new functionality requests and additions to the LOA application including improvements and regulatory changes.  ",01,"In Progress",N/A,true,true,4,Weeks,"Agile scrum",2021-10-01,2021-10-01,2021-10-01,2023-09-30,2023-09-30,,1,1,0,0,0,green,0,0,green,"2022-10-20 11:22:30"
006,"Department of Commerce",006-000000136,"Census - Enterprise Data Lake (EDL)","Major IT Investments",61bbbfcd3e19e8429e168fe5,0001P22004,61bbbfcd3e19e8429e168fe5,"Integrate EDL with Major Enterprise Initiatives ","Integrate the Enterprise Data Lake into a common IT ecosystem with DICE, CEDSCI, and Frames for suvey collection, processing, storage, and dissemination
",01,Completed,N/A,true,true,8,Weeks,"Agile (8 week Program Increments with 4 2-week sprints each)
",2022-01-03,2022-01-03,2022-01-03,2023-03-31,2023-03-31,2023-03-31,10.413163,10.413163,12.584683,0,0,green,-2.17152,-20.853606,green,"2023-06-27 07:42:08"
006,"Department of Commerce",006-000000129,"BEA Estimation Information Technology System (BEA-EITS) for Measuring the Changing US Economy.","Major IT Investments",5ed04af49c62241320d1e156,5252D21111,5ed04af49c62241320d1e156,"FY21 Statistical Production Modernization","Support ongoing modernization of BEA Estimation production components.",01,Complete,,true,true,1,Months,"The iterative development methodology being used is progressive prototyping.",,,2020-10-01,,,2021-09-30,,,5.89177,0,0,green,-0.033211000000001,0.7046,green,"2021-09-29 14:06:15"
006,"Department of Commerce",006-000000165,"OS OFM Commerce Business Applications Solution (BAS) V2","Major IT Investments",60783b1661c21c4286befd89,202105,60783b1661c21c4286befd89,"BASv2 FY21 Project Management","Track costs for government staff working on BAS Project related to project management activities.",01,Complete,,false,,,,,,,2020-10-01,,,2021-09-30,,,4.619,0,0,green,-1.765,-38.2117,green,"2022-01-31 12:48:52"
006,"Department of Commerce",006-000000135,"Census - Data Ingest and Collection for the Enterprise (DICE)","Major IT Investments",5fa412834c8a15426516af3f,001D21009,5fa412834c8a15426516af3f,"DICE Data Ingest","Project to develop, implement, and maintain the system to ingest data from third party sources to be used for survey data collection for the DICE Program.",01,"In Progress",N/A,true,true,3,Months,Agile,2021-04-14,2021-04-14,2021-04-14,2024-09-30,2024-09-30,,12.579,12.579,0,0,0,green,0,0,green,"2023-05-31 11:10:15"
006,"Department of Commerce",006-000312900,"NOAA/NWS/ Dissemination","Major IT Investments",617c0af00ab54842acf9f704,3083129004,617c0af00ab54842acf9f704,"FY23 - DIS Public Cloud","Support Dissemination use of Public Cloud ",01,"In Progress",N/A,false,true,6,Months,Mixed,2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,12.555527,12.555527,0,0,0,green,0,0,green,"2023-05-31 11:10:15"
006,"Department of Commerce",006-000805700,"USPTO Enterprise Business Product Line","Major IT Investments",6144c61cf0fda142a2f0c14c,230123,6144c61cf0fda142a2f0c14c,"FY23 COMMUNICATION AND CUSTOMER EXPERIENCE MAINTENANCE AND ENHANCEMENTS","Maintain and deliver enhancements to external communications and customer experience products and services (e.g. uspto.gov and MyUSPTO)",01,"In Progress",N/A,true,true,2,Weeks,"Agile methodology/DevSecOps",2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,9.717876,9.717876,0,0,0,green,0,0,green,"2022-10-04 14:10:01"
006,"Department of Commerce",006-000370500,"NOAA/NOAA/ Enterprise Infrastructure Solution (EIS) (Network Report)","Standard IT Investments",605ccf1469ad724281a73062,00001-0002,605ccf1469ad724281a73062,"Phase 2 -  EIS TRANSITION ","March 31 2022 90 percent of NOAA telecom inventory transitioned off the legacy Networx contract ",04,,,false,,,,,,,,,,,,,,0,0,green,0,0,green,"2021-09-29 09:33:28"
006,"Department of Commerce",006-000403900,"Census - Center for Enterprise Dissemination Services and Consumer Information (CEDSCI).","Major IT Investments",623cb273d4e7ff42e425a962,"EDDE IT 8 ",623cb273d4e7ff42e425a962,"CEDSCI EDDE IT Platform Phase 2 YR4","Incrementally add new capabilities to the EDDE platform, Incrementally migrate new and existing datasets that depend and utilize added capabilities, Integrate EDDE with Census.gov via shared metadata and a unified search",01,"In Progress",N/A,true,true,8,Weeks,"Each iteration is two weeks. ",2022-11-15,2022-11-15,2022-11-15,2023-10-16,2023-10-16,,31.554,31.554,0,0,0,green,0,0,green,"2023-04-26 09:12:27"
006,"Department of Commerce",006-000312900,"NOAA/NWS/ Dissemination","Major IT Investments",6127b083c8d74c429dcb3bab,312903,6127b083c8d74c429dcb3bab,"FY22 DIS - NOAA Weather Radio (NWR)","NWR Upgrades and Support of TCP-IP Technology.",01,Completed,N/A,false,true,6,Months,Mix,2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,6.936422,6.936422,6.949073,0,0,green,-0.012651,-0.182385,green,"2022-11-22 13:00:05"
006,"Department of Commerce",006-000400100,"Census - American Community Survey (ACS)","Major IT Investments",61040589c8d74c429dcb0ac4,4001Q15004,61040589c8d74c429dcb0ac4,"Enhancements and Improvements 6","Systems content change planning, requirements, and testing. Post data collection planning and testing for the ACS investment area.",01,Completed,N/A,false,false,0,,,2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,1.496,1.496,1.533,0,0,green,-0.037,-2.473262,green,"2022-10-20 07:57:39"
006,"Department of Commerce",006-000400700,"Census - Economic Census and Surveys","Major IT Investments",63484015c3666c57c852ccb9,4007D23001,63484015c3666c57c852ccb9,"Directory Interactive Problem Solving Environment (D-IPSE) Redesign FY23","The overall goal is to continue software development for the completion of styling upgrades, complete data capture, search, linkage history and referral displays.",01,"In Progress",N/A,true,true,2,Weeks,"Agile development with two-week release cycles.",2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,4.327939,4.173837,0,0,0,green,0.154102,3.560632,green,"2023-01-30 14:24:25"
006,"Department of Commerce",006-000313000,"NOAA/NWS/ NWS Central Processing ","Major IT Investments",6127c7b5c8d74c429dcb3bd0,313002,6127c7b5c8d74c429dcb3bd0,"FY22-N-AWIPS Migration","Migrate National Centers AWIPS (NAWPS) functions to AWIPS II Service-Oriented Architecture (SOA).",01,Completed,N/A,true,true,6,Months,Mixed,2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,1.74,1.401817,1.401817,0,0,green,0.338183,19.435805,yellow,"2022-12-27 09:40:35"
006,"Department of Commerce",006-000805200,"USPTO End User (EU)","Standard IT Investments",5f4f985edf800345552dc575,240121,5f4f985edf800345552dc575,"FY21 End User Services Maintenance and Enhancements","Includes end user computing devices and support for end users",06,Complete,,false,,,,,,,2020-10-01,,,2021-09-30,,,10.92677,0,0,green,-10.02366,91.7353,red,"2021-09-23 08:27:02"
006,"Department of Commerce",006-000400800,"Census - Field Support Systems","Non-major IT Investments",61fbf94128f7ba43061964cf,4008D24001,61fbf94128f7ba43061964cf,"Deployment of CAPI 2024/25 Devices","Deploy new devices and retrieve current devices",01,Future,,false,false,,,,,,,,,,,,,0,0,green,0,0,green,"2022-03-28 08:43:09"
006,"Department of Commerce",006-000370500,"NOAA/NOAA/ Enterprise Infrastructure Solution (EIS) (Network Report)","Standard IT Investments",5ed054b29c62241320d1e455,3511M1117,5ed054b29c62241320d1e455,"Enterprise Information Acquisition and Transition","PHASE 1 - Continue total Transition NOAA's existing telecommunications services (acquired through GSA contracts) to GSA's follow-on EIS contract. Leverage EIS to capture both GSA & commercial services. Leverage EIS to mature NOAA's network referenc",04,"In Progress",,false,false,,,,,,,,,,,,,823,247.1471,red,0.084213,4.355,green,"2021-09-21 11:09:51"
006,"Department of Commerce",006-000313000,"NOAA/NWS/ NWS Central Processing ","Major IT Investments",617c0f870ab54842acf9f718,3083130003,617c0f870ab54842acf9f718,"FY23 - AWIPS - Hazard Services","Migrates all hazards into a new framework, streamlining the warning process.",01,"In Progress",N/A,true,true,6,Months,Mixed,2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,1.6,1.6,0,0,0,green,0,0,green,"2022-11-23 08:02:51"
006,"Department of Commerce",006-000805500,"USPTO Patents Product Line","Major IT Investments",611c02c3c8d74c429dcb1e84,210323,611c02c3c8d74c429dcb1e84,"FY23 PATENT EXAM CENTER MAINTENANCE AND ENHANCEMENTS","Patent Exam Center allows users to manage patent applications, search prior art, manage classification, make patentability determinations, document official government decisions and create correspondences.
",01,"In Progress",N/A,true,true,2,Weeks,"Agile methodology/DevSecOps",2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,32.803392,32.803392,0,0,0,green,0,0,green,"2022-10-04 14:10:00"
006,"Department of Commerce",006-000000081,"USPTO Application (APP)","Standard IT Investments",611beb46c8d74c429dcb1d55,241124,611beb46c8d74c429dcb1d55,"FY24 Emerging and Innovation Maintenance and Enhancements","Product is the workshop for new services or offerings.  Those services or offerings that are adopted will become components of other Products in the catalog",08,Future,,false,,,,,,,,,,,,,,0,0,green,0,0,green,"2021-09-23 08:27:00"
006,"Department of Commerce",006-000000136,"Census - Enterprise Data Lake (EDL)","Major IT Investments",61fbf0b428f7ba43061964b3,0001D22006,61fbf0b428f7ba43061964b3,"Build IT Ecosystem","Develop AWS Services EDL ecosystem",01,Completed,N/A,true,true,8,Weeks,"Agile (8 week Program Increments with 4 2-week sprints each)
",2022-01-03,2022-01-03,2022-01-03,2023-03-31,2023-03-31,2023-03-31,6.028674,6.028674,6.958212,0,0,green,-0.929538,-15.418614,green,"2023-06-27 07:42:08"
006,"Department of Commerce",006-000313000,"NOAA/NWS/ NWS Central Processing ","Major IT Investments",6127c888c8d74c429dcb3bd8,313004,6127c888c8d74c429dcb3bd8,"FY22-WCOSS Operations and Maintenance","Continue O&M of existing IBM supercomputer systems , facilities, and support services.  Obtain 2 capacity upgrades (Phase 3 and Phase 4) of the IBM systems.",01,Completed,N/A,false,true,6,Months,Mixed,2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,44.51101,44.51101,44.51101,0,0,green,0,0,green,"2022-12-27 09:40:35"
006,"Department of Commerce",006-000000135,"Census - Data Ingest and Collection for the Enterprise (DICE)","Major IT Investments",5fa4133d4c8a15426516af43,001D210010,5fa4133d4c8a15426516af43,"DICE Questionnaire Design and Metadata ","Project to develop, implement, and maintain survey initiation and repository for common survey content and instrument metadata for the DICE Program.",01,"In Progress",N/A,true,true,3,Months,Agile,2021-04-14,2021-04-14,2021-04-14,2024-09-30,2024-09-30,,17.764,17.764,0,0,0,green,0,0,green,"2023-05-31 11:10:15"
006,"Department of Commerce",006-000805500,"USPTO Patents Product Line","Major IT Investments",611c03bbc8d74c429dcb1ea0,210523,611c03bbc8d74c429dcb1ea0,"FY23 Patent Trial and Appeal Case Tracking System Maintenance and Enhancements","Provides 1) internal users with a unified case management and processing interface; 2) external customers with an interface to file papers and conduct AIA trial business; 3) a comprehensive data source for enhanced stakeholder reporting and managing.",01,"In Progress",N/A,true,true,2,Weeks,"Agile methodology/DevSecOps",2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,5.520008,5.520008,0,0,0,green,0,0,green,"2022-12-27 10:00:23"
006,"Department of Commerce",006-000312900,"NOAA/NWS/ Dissemination","Major IT Investments",6127afccc8d74c429dcb3ba3,312901,6127afccc8d74c429dcb3ba3,"FY22 DIS - WCCIS - IDP","Support Dissemination Infrastructure and Improve Dissemination Reliability.",01,Completed,N/A,false,true,6,Months,Mixed,2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,36.212155,36.212155,35.695602,0,0,green,0.516553,1.426463,green,"2022-11-22 13:00:05"
006,"Department of Commerce",006-000000105,"NTIA - FirstNet Network (NET)","Standard IT Investments",620c4d7628f7ba4306196ebd,3122,620c4d7628f7ba4306196ebd,"Enterprise Infrastructure Solutions Transition","The EIS project transfers the FirstNet current networking solution to the required DOC enterprise-wide telecommunications services. The planned implemented capabilities include Virtual Private Network, Managed Network, Voice and Ethernet services.",04,"In Progress",,false,false,0,,Non-applicable.,,,,,,,,,,0,0,green,0,0,green,"2022-03-03 14:53:34"
006,"Department of Commerce",006-000805700,"USPTO Enterprise Business Product Line","Major IT Investments",5f511dd2df800345552dcbb0,230622,5f511dd2df800345552dcbb0,"FY22 Property and Facility Management Maintenance and Enhancements","Maintain and deliver enhancements to products and services that support workspace management/use, physical security, enterprise records management, etc.",01,Completed,N/A,true,true,2,Weeks,"Agile methodology/DevSecOps",2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,2.606728,2.606728,1.0E-5,0,0,green,2.606718,99.999616,red,"2023-01-30 14:57:09"
006,"Department of Commerce",006-000805700,"USPTO Enterprise Business Product Line","Major IT Investments",5f4fc2dbdf800345552dc715,23A121,5f4fc2dbdf800345552dc715,"FY21 Enterprise Business Product Line Planning and Management Maintenance and Enhancements","Plan and manage the product line  to include such things as: product line /owner and program mgt support, acquisition/vendor support, and risk mgt.; as appropriate and defined in the investment charter.",01,Complete,,false,false,,,,,,2020-10-01,,,2021-09-30,,,1.62424,0,0,green,-9.9999999999545E-6,-0.0025,green,"2021-11-23 10:31:30"
